date,1. open,2. high,3. low,4. close,5. volume
2019-11-22 00:00:00-05:00,10.04,10.09,10.035,10.05,4337866
2019-11-25 00:00:00-05:00,10.05,10.75,10.04,10.06,98538
2019-11-26 00:00:00-05:00,10.06,10.0758,10.06,10.07,34150
2019-11-27 00:00:00-05:00,10.06,10.18,10.06,10.07,34587
2019-11-29 00:00:00-05:00,10.19,10.19,10.0673,10.075,3450
2019-12-02 00:00:00-05:00,10.1,10.1,10.06,10.085,162947
2019-12-03 00:00:00-05:00,10.1,10.1,10.05,10.07,38598
2019-12-04 00:00:00-05:00,10.05,10.09,10.05,10.08,284048
2019-12-05 00:00:00-05:00,10.08,10.1,10.05,10.08,140617
2019-12-06 00:00:00-05:00,10.0949,10.0949,10.075,10.0804,32540
2019-12-09 00:00:00-05:00,10.09,10.1,10.08,10.1,10780
2019-12-10 00:00:00-05:00,10.08,10.1,10.08,10.1,1800
